id field z uv vj q1 q2 q3 q4 q5 q6 q7 q8 q9 q10 q11 q12 q13
3654.0 AEGIS 0.6399 1.7811857311140047 1.4227691890904044 5.0 1.0 1.0 0.3333333333333333 0.5 0.5 0.42857142857142855 0.4 0.4166666666666667 0.391304347826087 0.32786885245901637 0.2826086956521739 0.3020408163265306
5016.0 AEGIS 1.9978 1.6262512287676179 1.5845804184696242 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.06666666666666667 0.16901408450704225 0.14814814814814814 0.13247863247863248
5465.0 AEGIS 0.5483 1.9976490633739654 1.4516374409772406 1.0 1.0 0.5 0.3333333333333333 0.4 0.4 0.4 0.4166666666666667 0.29411764705882354 0.2857142857142857 0.26153846153846155 0.30275229357798167 0.25735294117647056
6115.0 AEGIS 1.372 2.1461615877877662 1.464749449008122 5.0 5.0 0.5 0.5 0.3333333333333333 0.4 0.3333333333333333 0.2857142857142857 0.3076923076923077 0.3548387096774194 0.29411764705882354 0.2537313432835821 0.22268907563025211
6234.0 AEGIS 1.1098 1.8561509855319929 1.243102020665153 5.0 5.0 1.0 1.0 1.0 0.6 0.6 0.4444444444444444 0.4166666666666667 0.36363636363636365 0.22448979591836735 0.19130434782608696 0.2011173184357542
6262.0 AEGIS 1.901 1.3892736735245355 1.7474503422079812 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.3333333333333333 0.3333333333333333 0.18181818181818182 0.1346153846153846 0.1326530612244898
6424.0 AEGIS 1.1622 2.1901682937380387 1.4523871848046372 5.0 5.0 5.0 5.0 0.0 0.0 0.4 0.3 0.3333333333333333 0.325 0.273972602739726 0.21428571428571427 0.225
6691.0 AEGIS 1.3859 1.9342372102730572 1.1604166337381083 5.0 5.0 5.0 5.0 5.0 5.0 0.5 0.3333333333333333 0.3333333333333333 0.391304347826087 0.22727272727272727 0.2556390977443609 0.19753086419753085
6880.0 AEGIS 1.5579 1.773370436007808 1.6586662756440906 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.5 0.3076923076923077 0.27586206896551724 0.18055555555555555 0.1858974358974359 0.17216117216117216
7601.0 AEGIS 1.6473 2.0209504534595726 1.3739148486468173 5.0 5.0 0.0 0.5 0.6666666666666666 0.6 0.42857142857142855 0.2727272727272727 0.2857142857142857 0.22950819672131148 0.23015873015873015 0.204 0.19571865443425077
7771.0 AEGIS 1.2838 1.9759497983739047 1.635982175625402 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.13333333333333333 0.16 0.28846153846153844 0.2814814814814815 0.25842696629213485
8635.0 AEGIS 2.1979 1.8126475404585412 1.8421449407855508 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.09090909090909091 0.05 0.05263157894736842 0.04310344827586207 0.041666666666666664
8646.0 AEGIS 1.6606 1.7715073537981907 1.0351332242196567 5.0 5.0 0.0 0.0 0.0 0.0 0.25 0.13333333333333333 0.16 0.20967741935483872 0.2222222222222222 0.19907407407407407 0.18412698412698414
8705.0 AEGIS 0.9738 1.5782849589925665 1.520683208306572 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.25 0.21428571428571427 0.15625 0.26881720430107525 0.1989795918367347
8838.0 AEGIS 1.2926 1.5966770435231648 1.8482438590165995 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.07692307692307693 0.20689655172413793 0.3225806451612903 0.2785714285714286 0.28076923076923077
9128.0 AEGIS 2.1277 1.956696408613292 1.1188540468667956 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.06382978723404255 0.12149532710280374 0.09292035398230089
9849.0 AEGIS 0.7366 2.090585005486988 1.4566162884984557 0.0 0.0 0.5 0.3333333333333333 0.6 0.625 0.4166666666666667 0.2608695652173913 0.23255813953488372 0.25 0.19791666666666666 0.19883040935672514 0.2391304347826087
9870.0 AEGIS 2.3936 1.1690949658463492 1.9178111537732567 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.125 0.058823529411764705 0.0967741935483871 0.11029411764705882
10466.0 AEGIS 0.7722 1.8216000243298187 1.4380561624520811 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1 0.20754716981132076 0.2125984251968504 0.215
10755.0 AEGIS 2.1407 1.4790776514674795 1.6233024227963289 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.5 0.1111111111111111 0.14285714285714285 0.0847457627118644 0.11678832116788321 0.1145374449339207
10858.0 AEGIS 1.8128 1.824066999819414 1.4898256196505444 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.4 0.13333333333333333 0.1346153846153846 0.14035087719298245 0.14
10893.0 AEGIS 2.4883 1.5207215707652328 0.8448051709325504 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.06666666666666667 0.07407407407407407 0.1111111111111111 0.08433734939759036 0.07432432432432433
11022.0 AEGIS 1.2693 2.1763645386906356 1.4748859156521625 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.14285714285714285 0.23076923076923078 0.2857142857142857 0.25 0.22666666666666666 0.24242424242424243
11039.0 AEGIS 0.7598 1.8987037740509942 1.3863116835640323 5.0 5.0 5.0 1.0 1.0 1.0 1.0 0.25 0.5 0.3 0.21311475409836064 0.2702702702702703 0.23655913978494625
11465.0 AEGIS 1.6904 1.8410473470609265 0.9929440975798987 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.1111111111111111 0.14285714285714285 0.25 0.24358974358974358 0.24074074074074073 0.2007168458781362
11730.0 AEGIS 1.9842 1.9621806416016072 1.287069470034531 5.0 5.0 5.0 1.0 0.5 0.5 0.6666666666666666 0.4 0.125 0.2222222222222222 0.16279069767441862 0.15294117647058825 0.1336405529953917
11773.0 AEGIS 2.023 2.0699157008948803 1.2260736197480475 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.07692307692307693 0.07142857142857142 0.11235955056179775 0.10232558139534884
11880.0 AEGIS 2.4587 1.7717271782864763 1.8977989358011624 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.037037037037037035 0.05084745762711865 0.0851063829787234 0.08494208494208494
11966.0 AEGIS 0.8009 1.8633354598244547 1.8097385717970154 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.3333333333333333 0.4 0.30434782608695654 0.21739130434782608 0.24752475247524752 0.22580645161290322
12049.0 AEGIS 1.6531 1.3563718178088182 0.9517618020648313 5.0 5.0 5.0 5.0 5.0 5.0 0.5 0.45454545454545453 0.3448275862068966 0.25675675675675674 0.20915032679738563 0.20149253731343283 0.18584070796460178
12219.0 AEGIS 1.5263 1.4422517966286748 1.6012534576568693 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.2 0.14285714285714285 0.13157894736842105 0.15384615384615385 0.14838709677419354 0.15476190476190477
12479.0 AEGIS 2.2208 1.6533187797716786 1.6812744481618827 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.08571428571428572 0.047619047619047616 0.043478260869565216 0.06779661016949153
13524.0 AEGIS 1.2076 1.573692733775284 1.4424489300602419 5.0 5.0 5.0 5.0 0.0 0.3333333333333333 0.2 0.1111111111111111 0.15 0.18604651162790697 0.21739130434782608 0.22857142857142856 0.22535211267605634
13572.0 AEGIS 0.9932 1.3906710673210694 2.092442895804483 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.16666666666666666 0.13636363636363635 0.13821138211382114 0.14204545454545456
14012.0 AEGIS 1.383 1.70137033602314 1.681971572119465 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.2 0.3333333333333333 0.11538461538461539 0.07792207792207792 0.1297709923664122 0.11864406779661017
14056.0 AEGIS 1.307 2.0660191750102133 1.2732346374199088 5.0 5.0 5.0 5.0 5.0 5.0 1.0 0.3333333333333333 0.1111111111111111 0.16666666666666666 0.22641509433962265 0.1826086956521739 0.20444444444444446
14495.0 AEGIS 1.5693 1.7783707693336461 1.5922949286162604 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.26666666666666666 0.25925925925925924 0.17073170731707318 0.12154696132596685 0.14825581395348839
14499.0 AEGIS 1.1901 1.847605909472578 1.2265295855039013 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1 0.16666666666666666 0.21686746987951808 0.2331288343558282 0.23272727272727273
14609.0 AEGIS 1.0734 1.8298103854812657 1.8594390879915492 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.25 0.1111111111111111 0.16326530612244897 0.18248175182481752 0.22916666666666666
14885.0 AEGIS 0.6855 1.8962360910312261 2.1227401790037175 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1111111111111111 0.18181818181818182 0.1724137931034483 0.29927007299270075 0.2982456140350877
15088.0 AEGIS 1.9591 1.4514169822754686 1.2519167882251843 5.0 0.0 0.0 0.0 0.0 0.0 0.2 0.25 0.25 0.2 0.15841584158415842 0.12834224598930483 0.1276595744680851
15593.0 AEGIS 0.8276 2.023750030966991 1.8465344374469321 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.09090909090909091 0.08695652173913043 0.19607843137254902 0.17796610169491525 0.1839080459770115
15669.0 AEGIS 0.7818 1.9132138247136843 1.803853062196867 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.18181818181818182 0.16666666666666666 0.25 0.19767441860465115 0.1625 0.1952191235059761
15709.0 AEGIS 2.0878 1.7438968929162253 1.7588343236267088 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.25 0.29411764705882354 0.15 0.07216494845360824 0.09146341463414634 0.1
15871.0 AEGIS 2.1681 1.4654731231401452 0.9416749852407869 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.125 0.0625 0.06060606060606061 0.07042253521126761 0.07894736842105263 0.08108108108108109
16065.0 AEGIS 2.1872 1.6338795238120323 1.7790913781320192 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.06451612903225806 0.12 0.1079136690647482 0.10038610038610038
16180.0 AEGIS 0.7019 1.8134056545067812 1.656718276836353 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.14285714285714285 0.07142857142857142 0.14285714285714285 0.28169014084507044 0.29411764705882354 0.28078817733990147
16238.0 AEGIS 1.3688 1.5712760648254513 1.8793689818100787 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07407407407407407 0.14084507042253522 0.1276595744680851 0.12135922330097088
16367.0 AEGIS 0.9278 1.992357118857212 1.3575752600579105 5.0 5.0 5.0 0.0 0.0 0.5 0.6 0.4 0.35714285714285715 0.3181818181818182 0.21568627450980393 0.18421052631578946 0.19428571428571428
16491.0 AEGIS 1.6426 1.6731910698186838 0.9307943515023731 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.1111111111111111 0.2 0.23529411764705882 0.20952380952380953 0.2391304347826087 0.22085889570552147
17297.0 AEGIS 1.2694 2.0202761364346418 1.259951772939153 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.09375 0.14285714285714285 0.15428571428571428 0.19081272084805653
17424.0 AEGIS 0.8009 2.139677318494534 1.5848864463457883 5.0 5.0 5.0 1.0 0.5 0.3333333333333333 0.5 0.4 0.375 0.21212121212121213 0.1746031746031746 0.22522522522522523 0.20710059171597633
17527.0 AEGIS 0.6725 2.0927983892711404 1.5829555060382243 5.0 5.0 5.0 5.0 1.0 1.0 0.5 0.5 0.36 0.2647058823529412 0.30701754385964913 0.31176470588235294 0.3181818181818182
17570.0 AEGIS 1.059 2.0348030475807515 1.4376853474823823 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.06666666666666667 0.17647058823529413 0.21212121212121213 0.20353982300884957 0.22959183673469388
17691.0 AEGIS 1.8434 1.8496963832368631 1.6112418306680685 5.0 5.0 5.0 5.0 0.0 0.3333333333333333 0.14285714285714285 0.23529411764705882 0.2 0.1935483870967742 0.14960629921259844 0.12690355329949238 0.1417624521072797
17754.0 AEGIS 2.2393 1.4096281815248033 1.4211707819204633 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.06756756756756757 0.10303030303030303 0.1213235294117647
17775.0 AEGIS 1.1774 1.9525336733654373 1.2579425812260394 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.2857142857142857 0.25806451612903225 0.24193548387096775 0.23684210526315788 0.21505376344086022 0.23776223776223776
17948.0 AEGIS 0.9784 1.776461075021085 1.4061875138914035 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.18181818181818182 0.23809523809523808 0.1746031746031746 0.16521739130434782 0.16923076923076924
18045.0 AEGIS 1.1609 2.2279023295021902 1.6646276865431398 5.0 5.0 5.0 5.0 0.0 0.5 0.25 0.2857142857142857 0.3125 0.358974358974359 0.27956989247311825 0.25862068965517243 0.2508591065292096
18280.0 AEGIS 1.8197 1.8154910151707604 1.630784280815086 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.05263157894736842 0.208955223880597 0.1590909090909091 0.14345991561181434 0.1611842105263158
18922.0 AEGIS 1.6912 1.6661282917617946 0.9137694693982091 5.0 5.0 5.0 5.0 1.0 0.25 0.42857142857142855 0.3333333333333333 0.2222222222222222 0.23809523809523808 0.21153846153846154 0.1791530944625407 0.18205128205128204
19743.0 AEGIS 1.5751 2.0173006600177747 1.3298135812781395 5.0 5.0 5.0 5.0 0.5 0.4 0.5 0.4 0.4166666666666667 0.25925925925925924 0.21686746987951808 0.22404371584699453 0.16901408450704225
19970.0 AEGIS 1.2374 1.705950884695239 1.6090306504348926 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.13333333333333333 0.2222222222222222 0.19230769230769232 0.20909090909090908 0.225130890052356 0.21328671328671328
20106.0 AEGIS 1.1102 1.842170935128196 1.550517910869591 5.0 5.0 5.0 0.0 0.0 0.25 0.4 0.36363636363636365 0.3333333333333333 0.34285714285714286 0.24242424242424243 0.2679738562091503 0.23703703703703705
20794.0 AEGIS 1.1655 1.8583702737866408 1.3551801653906876 5.0 5.0 5.0 5.0 0.0 0.5 0.5 0.5 0.5 0.2222222222222222 0.2125 0.2483221476510067 0.24302788844621515
21028.0 AEGIS 1.2469 1.4929882948968622 2.124657600464104 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.6666666666666666 0.25 0.25 0.20689655172413793 0.1945945945945946 0.20454545454545456
21156.0 AEGIS 1.9074 1.5749155384458247 1.8168335806680944 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.07142857142857142 0.10256410256410256 0.0967741935483871 0.13368983957219252 0.1471698113207547
21357.0 AEGIS 1.3373 1.8706132661909038 1.7405110996731539 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.29411764705882354 0.20512820512820512 0.20238095238095238 0.19402985074626866 0.1631578947368421
22126.0 AEGIS 1.0987 1.9894086663063437 1.3029479527066004 5.0 5.0 5.0 5.0 5.0 1.0 0.5 0.25 0.23076923076923078 0.20588235294117646 0.23863636363636365 0.23076923076923078 0.2230769230769231
22678.0 AEGIS 1.1987 1.7619921635734186 1.5662442704659887 5.0 5.0 5.0 0.0 0.0 0.5 0.5 0.25 0.25925925925925924 0.2222222222222222 0.21978021978021978 0.22033898305084745 0.22382671480144403
23011.0 AEGIS 1.3328 1.796810151350051 1.7934856522251614 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.14285714285714285 0.07142857142857142 0.3695652173913043 0.3106796116504854 0.27218934911242604 0.24302788844621515
23040.0 AEGIS 2.3742 1.334729670947177 1.5919809039817872 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.14285714285714285 0.13513513513513514 0.1625 0.10897435897435898 0.10612244897959183
23234.0 AEGIS 1.9147 1.8958915796087004 1.5939609135366306 1.0 1.0 1.0 1.0 1.0 1.0 0.4 0.16666666666666666 0.2222222222222222 0.16666666666666666 0.10679611650485436 0.12650602409638553 0.13983050847457626
23645.0 AEGIS 2.1067 1.6059173279504968 1.9232133516532972 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.14285714285714285 0.1 0.07692307692307693 0.09859154929577464 0.1111111111111111 0.10648148148148148
24059.0 AEGIS 1.8634 2.032437419476475 1.6715226717183818 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.3333333333333333 0.46153846153846156 0.3076923076923077 0.2 0.16883116883116883 0.17204301075268819
24333.0 AEGIS 1.9683 2.1587047392072676 1.4235750176681785 5.0 5.0 5.0 5.0 1.0 1.0 0.5 0.2222222222222222 0.2857142857142857 0.20930232558139536 0.11650485436893204 0.11834319526627218 0.1222707423580786
24448.0 AEGIS 1.6382 1.9281602220494585 1.2638165656546743 5.0 0.0 0.0 0.0 0.3333333333333333 0.6 0.4 0.32 0.2916666666666667 0.20987654320987653 0.1986754966887417 0.20454545454545456 0.19298245614035087
25300.0 AEGIS 2.3178 1.5178353837199827 2.0707079972508518 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.04 0.06349206349206349 0.08064516129032258 0.07428571428571429
25346.0 AEGIS 1.8619 1.8645017190959217 1.7950486858077386 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.05 0.1016949152542373 0.14173228346456693 0.13793103448275862
25354.0 AEGIS 0.6539 1.8664377996722412 1.9323532699354278 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.2857142857142857 0.25 0.2727272727272727 0.2537313432835821 0.3013698630136986 0.3170731707317073
25969.0 AEGIS 1.6654 2.0448169376740677 1.2060049626508687 5.0 0.0 0.6666666666666666 0.75 0.75 0.5714285714285714 0.4444444444444444 0.2727272727272727 0.325 0.22772277227722773 0.20454545454545456 0.1901639344262295 0.18588235294117647
26127.0 AEGIS 0.8053 1.625822220314575 1.3945200522330952 5.0 5.0 5.0 1.0 1.0 0.3333333333333333 0.3333333333333333 0.2 0.2 0.19444444444444445 0.29310344827586204 0.24770642201834864 0.21893491124260356
26508.0 AEGIS 2.028 1.8621083082985737 1.8246485603395062 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.12745098039215685 0.12365591397849462 0.12396694214876033
26649.0 AEGIS 1.8731 1.3396106958496579 1.3022064009386634 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.08333333333333333 0.17073170731707318 0.15 0.1712707182320442 0.1618705035971223
26850.0 AEGIS 1.2876 1.5531041636645844 1.9867169939035034 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3 0.30303030303030304 0.32558139534883723 0.29508196721311475 0.26811594202898553
26884.0 AEGIS 1.2516 1.830172090952875 1.3545317337918241 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.09090909090909091 0.13043478260869565 0.15217391304347827 0.16831683168316833 0.19662921348314608 0.19865319865319866
27177.0 AEGIS 1.4624 1.624236587641206 1.5118719849085656 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.3333333333333333 0.25 0.11428571428571428 0.16455696202531644 0.13793103448275862 0.14027149321266968
27315.0 AEGIS 1.567 1.724610619000102 1.7783502681588514 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.2857142857142857 0.1875 0.18421052631578946 0.12658227848101267 0.11764705882352941 0.14450867052023122
27802.0 AEGIS 2.0109 1.6010057073130253 1.8780121186656538 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.125 0.06666666666666667 0.08333333333333333 0.10810810810810811 0.10625
28310.0 AEGIS 1.5191 1.3662957018860822 1.6706428004390772 5.0 5.0 0.5 0.5 0.5 0.5 0.4 0.2 0.21052631578947367 0.1388888888888889 0.13095238095238096 0.10204081632653061 0.15261044176706828
28328.0 AEGIS 1.0954 1.9335955672764236 1.2754573004764136 5.0 5.0 1.0 1.0 1.0 1.0 0.5 0.3 0.23529411764705882 0.27450980392156865 0.2261904761904762 0.2360248447204969 0.22592592592592592
28843.0 AEGIS 1.5259 1.6076693797198736 0.9201611391294634 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.08333333333333333 0.09090909090909091 0.1276595744680851 0.08080808080808081 0.07567567567567568 0.09961685823754789
28864.0 AEGIS 1.5374 1.6027415532884814 1.0526009772632021 5.0 5.0 5.0 5.0 5.0 5.0 0.3333333333333333 0.2222222222222222 0.125 0.10526315789473684 0.06741573033707865 0.08522727272727272 0.09060402684563758
29106.0 AEGIS 2.0209 1.8273987782823538 1.6293014614353147 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.5 0.25 0.15789473684210525 0.17391304347826086 0.14893617021276595 0.10396039603960396
29178.0 AEGIS 2.0337 1.7511310225873833 1.9374523738282585 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.25 0.08333333333333333 0.058823529411764705 0.11764705882352941 0.11864406779661017 0.10795454545454546
29299.0 AEGIS 0.6175 1.5548271813811663 1.5675003496465916 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.125 0.3448275862068966 0.3333333333333333 0.3466666666666667 0.3425925925925926
29329.0 AEGIS 1.6117 1.44751194278042 1.8995349549426548 5.0 0.0 0.0 0.0 0.0 0.0 0.2 0.3888888888888889 0.3333333333333333 0.22388059701492538 0.21804511278195488 0.2032520325203252 0.20110192837465565
29399.0 AEGIS 1.8255 1.9463543954610705 1.5366515021694744 0.0 0.0 0.0 0.0 0.3333333333333333 0.14285714285714285 0.125 0.2 0.14285714285714285 0.0967741935483871 0.1506849315068493 0.13966480446927373 0.16286644951140064
29861.0 AEGIS 2.0254 1.710372885164137 1.5273753540969972 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.0 0.02857142857142857 0.08860759493670886 0.10714285714285714 0.12301587301587301
29863.0 AEGIS 1.1841 2.033578565285833 1.3924757307719935 5.0 5.0 5.0 5.0 5.0 5.0 0.0 0.0 0.23076923076923078 0.3148148148148148 0.2653061224489796 0.2328042328042328 0.26047904191616766
29987.0 AEGIS 2.209 1.687384204295106 1.5217745604985156 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.1111111111111111 0.13333333333333333 0.20512820512820512 0.14666666666666667 0.09815950920245399 0.09652509652509653
30084.0 AEGIS 0.68 1.2859135185408852 1.4860344772358902 5.0 5.0 0.0 0.5 0.3333333333333333 0.3333333333333333 0.2 0.3 0.35 0.43243243243243246 0.37681159420289856 0.3119266055045872 0.27932960893854747
30393.0 AEGIS 1.2047 1.7938396091578948 1.1148305580020976 5.0 5.0 5.0 5.0 5.0 0.5 0.25 0.3 0.35 0.32142857142857145 0.29347826086956524 0.22043010752688172 0.22570532915360503
30421.0 AEGIS 1.4359 1.5347530167273995 1.3698115332887695 5.0 5.0 5.0 0.0 0.0 0.0 0.14285714285714285 0.16666666666666666 0.1111111111111111 0.15 0.15789473684210525 0.125 0.12315270935960591
30735.0 AEGIS 1.0595 1.9556923882320432 1.5863871775065441 5.0 5.0 1.0 1.0 1.0 1.0 0.5 0.5 0.2727272727272727 0.20833333333333334 0.21311475409836064 0.21705426356589147 0.20606060606060606
30920.0 AEGIS 1.2714 1.505813369358521 1.8719186817460851 5.0 5.0 5.0 5.0 0.0 0.0 0.0 0.0 0.09090909090909091 0.15789473684210525 0.15476190476190477 0.19135802469135801 0.17898832684824903
30967.0 AEGIS 2.0686 1.40290815165053 1.2684380283885253 5.0 5.0 5.0 5.0 5.0 5.0 5.0 0.2 0.09090909090909091 0.07407407407407407 0.11864406779661017 0.13740458015267176 0.12796208530805686
31001.0 AEGIS 0.8272 1.2868923429137804 1.537904864073193 5.0 5.0 0.5 0.5 0.5 0.5 0.2 0.1 0.2 0.16129032258064516 0.16393442622950818 0.15126050420168066 0.15028901734104047
31109.0 AEGIS 0.94 1.6328874992671465 1.4869557422098962 5.0 5.0 5.0 0.0 0.25 0.25 0.2857142857142857 0.16666666666666666 0.10526315789473684 0.1 0.13793103448275862 0.17647058823529413 0.14935064935064934
31169.0 AEGIS 1.8941 2.0018030034578302 1.3440068762861845 5.0 5.0 0.0 0.0 0.3333333333333333 0.2 0.2 0.3333333333333333 0.2222222222222222 0.125 0.16129032258064516 0.1259259259259259 0.14015151515151514
31326.0 AEGIS 1.1711 1.4819420646043993 1.222958394776884 0.0 0.0 0.0 0.25 0.25 0.25 0.2 0.25 0.23076923076923078 0.2619047619047619 0.275 0.2658959537572254 0.2560553633217993
31353.0 AEGIS 2.3164 1.3927819933870944 1.4333196684580214 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07692307692307693 0.08450704225352113 0.09090909090909091 0.09152542372881356
31839.0 AEGIS 1.9626 1.9016173131343885 1.0107904802583647 5.0 5.0 5.0 5.0 1.0 1.0 0.5 0.25 0.14285714285714285 0.09090909090909091 0.12195121951219512 0.13829787234042554 0.11538461538461539
